,BIEN_SERVICIO,COSTO_BIEN,ESTADO_PROCESAL,ESTADO_UA,FECHA_FIN,FECHA_INGRESO,GIRO,ID_EXP,MEDIO_INGRESO,MODALIDAD_COMPRA,MODALIDAD_PAGO,MOTIVO_RECLAMACION,NOMBRE_COMERCIAL,PROBLEMA_ESPECIAL,PROCEDIMIENTO,PROVEEDOR,RECLAMADO,RECUPERADO,SECTOR,TIPO_CONCILIACION,TIPO_PRODUCTO,TIPO_RECLAMACION,UA
196,Bien,36782,Conciliada,DISTRITO FEDERAL,28-06-2016,18-12-2015,Tienda de mascotas,2015_139380,Personal,En establecimiento físico,Contado,Producto o servicio equivocado,"MASKOTA, SA DE CV",No problema especial,Queja,"MASKOTA, SA DE CV",36782,36782,TIENDA DE MASCOTAS,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Sur
197,Bien,3890,Conciliada,DISTRITO FEDERAL,19-01-2016,18-12-2015,Tiendas de autoservicio,2015_134137,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3890,3890,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
198,Bien,4124.25,Conciliada,DISTRITO FEDERAL,11-01-2016,18-12-2015,Tienda departamental,2015_134151,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",4124.25,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
199,Bien,791.28,Conciliada,DISTRITO FEDERAL,08-01-2016,18-12-2015,Tienda departamental,2015_134128,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",791.28,791.28,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
200,Bien,7787,Conciliada,DISTRITO FEDERAL,18-03-2016,18-12-2015,Mueblería,2015_138007,Personal,En establecimiento físico,Contado,Negativa a la devolución de depósito,INGENIA MUEBLES,No problema especial,Queja,"INGENIA MUEBLES, SA DE CV",7787,7787,MUEBLERO,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Poniente
201,Servicio,1178.1,Conciliada,DISTRITO FEDERAL,29-03-2016,18-12-2015,"Hoteles, moteles y similares",2015_139367,Personal,En establecimiento físico,Contado,Producto o servicio no solicitado o autorizado,HOTEL ROYAL PEDREGAL,No problema especial,Queja,HOTEL ROYAL PEDREGAL,1178.1,1178.1,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Sur
202,Bien,27000,Conciliada,DISTRITO FEDERAL,29-03-2016,18-12-2015,Mueblería,2015_139363,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,NOEMI NIEVES JUAREZ,No problema especial,Queja,NOEMI NIEVES JUAREZ,24000,24000,MUEBLERO,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Sur
203,Servicio,109,Conciliada,DISTRITO FEDERAL,05-04-2016,18-12-2015,Juegos electronicos,2015_132485,Personal,Imposición del proveedor,Contado,Negativa a corregir errores de cobro,"INCOMMTARJETAS, S DE RL DE CV",No problema especial,Queja,"INCOMMTARJETAS, S DE RL DE CV",0,0,JUEGOS ELECTRONICOS,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Centro
204,Bien,1587.01,Conciliada,DISTRITO FEDERAL,05-04-2016,18-12-2015,Empresa de telemarketing,2015_132480,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,"MARCAS DE RENOMBRE, SA DE CV",No problema especial,Queja,"MARCAS DE RENOMBRE, SA DE CV",1587.01,1587.01,EMPRESA DE TELEMARKETING,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Centro
205,Bien,4719,Conciliada,DISTRITO FEDERAL,05-04-2016,18-12-2015,Tienda departamental,2015_132462,Personal,En establecimiento físico,Contado,Negativa a la devolución de depósito,FAMSA,No problema especial,Queja,"FAMSA MEXICO, SA DE CV",4719,4719,TIENDA DEPARTAMENTAL,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Centro
206,Servicio,7967.97,Conciliada,DISTRITO FEDERAL,15-03-2016,18-12-2015,Empresa de telefonía local,2015_137675,Personal,En establecimiento físico,Contado,Negativa a corregir errores de cobro,TELMEX,No problema especial,Queja,"TELEFONOS DE MEXICO, SAB DE CV",7967.97,3100.47,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Oriente
207,Bien,18899.88,Conciliada,DISTRITO FEDERAL,31-03-2016,18-12-2015,Impermeabilizadores,2015_139376,Personal,En establecimiento físico,Contado,Negativa a hacer efectiva la garantía,"COMERCIALIZADORA MANTENIMIENTO Y CONSTRUCCION, SA DE CV",No problema especial,Queja,"COMERCIALIZADORA MANTENIMIENTO Y CONSTRUCCION, SA DE CV",9449.94,9449.94,IMPERMEABILIZADORES,Turnada a Concil Person p/seg,Servicio normal,Garantías,Sur
208,Servicio,0,Conciliada,DISTRITO FEDERAL,31-03-2016,18-12-2015,Proveedor de acceso a Internet y hospedaje de páginas Web,2015_139368,Escrito,Por teléfono,Contado,Producto o servicio no solicitado o autorizado,TELMEX,No problema especial,Queja,"TELEFONOS DE MEXICO, SAB DE CV",0,243.24,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Sur
209,Bien,3590.82,Conciliada,DISTRITO FEDERAL,29-02-2016,18-12-2015,Tiendas de autoservicio,2015_134132,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3590.82,3590.82,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
210,Servicio,61500,Conciliada,DISTRITO FEDERAL,07-03-2016,18-12-2015,Agencias de viajes y servicios de reservaciones,2015_137998,Personal,A domicilio,Plazos,Producto o servicio equivocado,"GRAN OPERADORA POSADAS, SA DE CV",No problema especial,Queja,"GRAN OPERADORA POSADAS, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Servicio adicional o conexo,Entrega del producto o servicio,Poniente
211,Bien,1102.99,Conciliada,DISTRITO FEDERAL,07-03-2016,18-12-2015,Tienda especializada en productos electrónicos,2015_137995,Personal,En establecimiento físico,Plazos,Negativa a la devolución de depósito,"AG ELECTRONICA, SA DE CV",No problema especial,Queja,"AG ELECTRONICA, SA DE CV",1103,1103,TIENDA ESPECIALIZADA EN PRODUCTOS ELECTRÓNICOS,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Poniente
212,Bien,6000,Conciliada,DISTRITO FEDERAL,11-03-2016,18-12-2015,Otros servicios de telecomunicaciones,2015_139379,Personal,En establecimiento físico,Plazos,Negativa a hacer efectiva la garantía,SONY ERICSSON,No problema especial,Queja,"SONY MOBILE COMMUNICATIONS MEXICO, SA DE CV",6000,6000,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Producto nuevo,Garantías,Sur
213,Bien,12600.3,Conciliada,DISTRITO FEDERAL,26-02-2016,18-12-2015,Tiendas de autoservicio,2015_134159,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",12600.3,12600.3,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
214,Servicio,85000,Conciliada,DISTRITO FEDERAL,10-03-2016,18-12-2015,Taller mecánico (taller de reparación y mantenimiento de autos y camiones),2015_137668,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,SERGIO CORTES ROSALES,No problema especial,Queja,SERGIO CORTES ROSALES,50000,50000,TALLER MECÁNICO,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Oriente
215,Servicio,0,Conciliada,DISTRITO FEDERAL,08-03-2016,18-12-2015,Empresas de tiempo compartido,2015_134121,Escrito,En establecimiento físico,Contado,Cobro de cuota extraordinaria,"RVC MEXICO MARKETING, S DE RL DE CV",No problema especial,Queja,"RVC MEXICO MARKETING, S DE RL DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Dirección de Conciliación y Pr
216,Servicio,0,Conciliada,DISTRITO FEDERAL,08-03-2016,18-12-2015,Agencias de viajes y servicios de reservaciones,2015_134121,Escrito,En establecimiento físico,Contado,Cobro de cuota extraordinaria,RCI TRAVEL,No problema especial,Queja,"RESORT CONDOMINIUMS INTERNATIONAL DE MEXICO, S DE RL DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Dirección de Conciliación y Pr
217,Bien,4999,Conciliada,DISTRITO FEDERAL,29-02-2016,18-12-2015,Tiendas de autoservicio,2015_134162,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",4999,4999,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
218,Bien,8999.4,Conciliada,DISTRITO FEDERAL,10-02-2016,18-12-2015,Tienda departamental,2015_134126,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",8999.4,8999.4,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
219,Servicio,300.1,Conciliada,DISTRITO FEDERAL,22-02-2016,18-12-2015,Mensajería y paquetería,2015_134122,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,ESTAFETA,No problema Especial,Queja,"ESTAFETA MEXICANA, SA DE CV",300.1,300.1,MENSAJERÍA Y PAQUETERÍA,Turnada a Concil Medios Elec.,Servicio normal,Entrega del producto o servicio,Dirección de Concilianet
220,Bien,11569.05,Conciliada,DISTRITO FEDERAL,12-02-2016,18-12-2015,Tienda departamental,2015_134153,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",11569,11569,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
221,Bien,0,Conciliada,DISTRITO FEDERAL,09-02-2016,18-12-2015,Tienda departamental,2015_134160,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",359.2,359.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
222,Bien,152.3,Conciliada,DISTRITO FEDERAL,09-02-2016,18-12-2015,Tienda departamental,2015_134144,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",152.3,152.3,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
223,Bien,764.15,Conciliada,DISTRITO FEDERAL,09-02-2016,18-12-2015,Tienda departamental,2015_134120,Internet,Por teléfono,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",764.15,764.15,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
224,Bien,448,Conciliada,DISTRITO FEDERAL,09-02-2016,18-12-2015,Tienda departamental,2015_134118,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",448,448,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
225,Bien,891,Conciliada,DISTRITO FEDERAL,09-02-2016,18-12-2015,Tienda departamental,2015_134117,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",891,891,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
226,Bien,6416.65,Conciliada,DISTRITO FEDERAL,09-02-2016,18-12-2015,Tienda departamental,2015_134116,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",0,6749,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
227,Bien,2949,Conciliada,DISTRITO FEDERAL,11-02-2016,18-12-2015,Tienda departamental,2015_134158,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",2949,2949,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
228,Bien,8249,Conciliada,DISTRITO FEDERAL,15-02-2016,18-12-2015,Tienda departamental,2015_134163,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",8249,8249,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
229,Servicio,202,Conciliada,DISTRITO FEDERAL,18-02-2016,18-12-2015,Mensajería y paquetería,2015_134155,Internet,En establecimiento físico,,Negativa a pago por pérdida del producto,ESTAFETA,No problema Especial,Queja,"ESTAFETA MEXICANA, SA DE CV",500,500,MENSAJERÍA Y PAQUETERÍA,Turnada a Concil Medios Elec.,Servicio normal,Pérdidas o deterioro,Dirección de Concilianet
230,Bien,2519.3,Conciliada,DISTRITO FEDERAL,18-02-2016,18-12-2015,Tienda departamental,2015_134139,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",2519.3,2519.3,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
231,Bien,447.2,Conciliada,DISTRITO FEDERAL,10-02-2016,18-12-2015,Tienda departamental,2015_134157,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",447.2,447.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
232,Bien,629.3,Conciliada,DISTRITO FEDERAL,10-02-2016,18-12-2015,Tienda departamental,2015_134147,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",629.3,629.3,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
233,Bien,5039,Conciliada,DISTRITO FEDERAL,10-02-2016,18-12-2015,Tienda departamental,2015_134141,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",5039,5039,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
234,Servicio,250,Conciliada,DISTRITO FEDERAL,11-08-2016,18-12-2015,Suministrador de energía eléctrica,2015_139377,Personal,A domicilio,Contado,Negativa a corregir errores de cobro,CFE,No problema especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,4437,4437,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Sur
235,Servicio,402,Conciliada,DISTRITO FEDERAL,01-08-2016,18-12-2015,Suministrador de energía eléctrica,2015_138001,Personal,A domicilio,Contado,Negativa a corregir errores de cobro,CFE,No problema especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Poniente
236,Servicio,500,Conciliada,DISTRITO FEDERAL,26-04-2016,18-12-2015,Empresa de TV de paga (de TV restringida),2015_137673,Personal,En establecimiento físico,Contado,Negativa a la rescisión del contrato,SKY,No problema especial,Queja,"CORPORACION NOVAVISION, S DE RL DE CV",500,500,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Contratos,Oriente
237,Bien,36567,Conciliada,DISTRITO FEDERAL,04-07-2016,18-12-2015,Mueblería,2015_137672,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,DEUROPE MUEBLES,No problema especial,Queja,"TABOAZAS, SA DE CV",36567,36567,MUEBLERO,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Oriente
238,Bien,3999,Conciliada,DISTRITO FEDERAL,19-08-2016,18-12-2015,Tiendas de autoservicio,2015_137669,Personal,En establecimiento físico,Contado,Negativa a cambio o devolución,WAL MART,No problema especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3999,3999,TIENDAS DE AUTOSERVICIO,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Oriente
239,Bien,3999,Conciliada,DISTRITO FEDERAL,19-08-2016,18-12-2015,Tienda especializada en productos electrónicos,2015_137669,Personal,En establecimiento físico,Contado,Negativa a cambio o devolución,DIAMOND ELECTRONICS,No problema especial,Queja,"COMERCIALIZADORA MILENIO, SA DE CV",3999,3999,TIENDA ESPECIALIZADA EN PRODUCTOS ELECTRÓNICOS,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Oriente
240,Bien,6999,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134154,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",6999,6999,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
241,Bien,487.99,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134149,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",289,289,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
242,Bien,3698,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134135,Internet,Por internet,,Negativa a cambio o devolución,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3698,3698,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
243,Bien,25998,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134134,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",25998,25998,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
244,Bien,18289,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134129,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",18289,18289,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
245,Bien,3191.84,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134127,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3191.84,3191.84,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
246,Bien,3990,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134125,Internet,En establecimiento físico,,Negativa a cambio o devolución,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3990,3990,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
247,Bien,6999,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134115,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",6999,6999,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
248,Bien,11990,Conciliada,DISTRITO FEDERAL,02-02-2016,18-12-2015,Tiendas de autoservicio,2015_134114,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",11990,11990,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
249,Bien,4471.68,Conciliada,DISTRITO FEDERAL,05-02-2016,18-12-2015,Tienda departamental,2015_134140,Internet,Por teléfono,,Intereses,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",0,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
250,Bien,1790,Conciliada,DISTRITO FEDERAL,28-01-2016,18-12-2015,Tienda especializada en productos electrónicos,2015_134119,Internet,En establecimiento físico,,Negativa a hacer efectiva la garantía,STEREN,No problema Especial,Queja,"ELECTRONICA STEREN, SA DE CV",895,895,TIENDA ESPECIALIZADA EN PRODUCTOS ELECTRÓNICOS,Turnada a Concil Medios Elec.,Producto nuevo,Garantías,Dirección de Concilianet
251,Bien,8888,Conciliada,DISTRITO FEDERAL,03-02-2016,18-12-2015,Tiendas de autoservicio,2015_134138,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",8888,9888,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
252,Servicio,30580,Conciliada,DISTRITO FEDERAL,26-01-2016,18-12-2015,Suministrador de energía eléctrica,2015_132460,Personal,Imposición del proveedor,Contado,Negativa a corregir errores de cobro,CFE,No problema especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Centro
253,Bien,6416.65,Conciliada,DISTRITO FEDERAL,26-01-2016,18-12-2015,Tienda departamental,2015_134143,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1199,1199,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
254,Servicio,2450,Conciliada,DISTRITO FEDERAL,29-01-2016,18-12-2015,Suministrador de energía eléctrica,2015_134124,Internet,En establecimiento físico,,Error de cálculo,CFE,No problema Especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Medios Elec.,Servicio normal,Cobro indebido,Dirección de Concilianet
255,Bien,363.44,Conciliada,DISTRITO FEDERAL,08-02-2016,18-12-2015,Tienda departamental,2015_134161,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",363.44,363.44,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
256,Bien,8584.2,Conciliada,DISTRITO FEDERAL,08-02-2016,18-12-2015,Tienda departamental,2015_134142,Internet,Por internet,,Negativa a la devolución de depósito,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",8584.2,8584.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
257,Bien,449.5,Conciliada,DISTRITO FEDERAL,08-02-2016,18-12-2015,Tienda departamental,2015_134130,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",449.5,449.5,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
258,Servicio,0,Conciliada,DISTRITO FEDERAL,13-06-2016,18-12-2015,Distribuidor de gas natural por ducto,2015_132466,Personal,En establecimiento físico,Contado,Negativa a corregir errores de cobro,GAS NATURAL MÉXICO,No problema especial,Queja,"COMERCIALIZADORA METROGAS, SA DE CV",0,0,DISTRIBUIDOR DE GAS NATURAL POR DUCTO,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Centro
259,Servicio,0,Conciliada,DISTRITO FEDERAL,26-04-2016,18-12-2015,Aerolínea comercial,2015_134133,Correo Electrónico,Por internet,Contado,Negativa a pago por pérdida del producto,AEROMÉXICO,No problema especial,Queja,"AEROVIAS DE MEXICO, SA DE CV",5478,5478,TURÍSTICO,Turnada a Concil Resi p/ segui,Servicio normal,Pérdidas o deterioro,Dirección de Conciliación y Pr
260,Bien,51218,Conciliada,DISTRITO FEDERAL,21-04-2016,18-12-2015,Mueblería,2015_139364,Personal,En establecimiento físico,Contado,Negativa a cambio o devolución,DEUROPE MUEBLES,No problema especial,Queja,"TABOAZAS, SA DE CV",51218,51218,MUEBLERO,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Sur
261,Bien,6500,Conciliada,DISTRITO FEDERAL,06-06-2016,18-12-2015,Tienda de materiales para la construcción,2015_132467,Personal,Imposición del proveedor,Contado,Prácticas coercitivas o desleales de venta,VICENTE ALCANTARA PEREZ,No problema especial,Queja,VICENTE ALCANTARA PEREZ,6500,6500,TIENDA DE MATERIALES PARA LA CONSTRUCCIÓN,Turnada a Concil Person p/seg,Producto nuevo,Trato o servicio al cliente,Centro
262,Servicio,2890,Conciliada,DISTRITO FEDERAL,09-06-2016,18-12-2015,Suministrador de energía eléctrica,2015_137996,Personal,A domicilio,Contado,Negativa a corregir errores de cobro,CFE,No problema especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Poniente
